path,product_title,price,size,color,SKU,Description,Category,thumbnail
Home/Clothing/Men/Bottoms/Pants|Clothing/Promotions/Pants|Clothing,Supernova Sport Pant,£45.00,"32, 33, 34, 36","Black, Gray, Green",MP04,"Turn the corner and open it up — your driveway is two blocks away. The Supernova Sport Pant gets you there with key features like moisture-wicking LumaTech™ fabric and mesh ventilation. Side seam pockets ensure total convenience during rest periods.,• Dark heather gray straight leg cotton pants.,• Relaxed fit. ,• Internal drawstring. ,• Machine wash/dry.",Pants|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp04-gray_main-600x744.jpg
Home/Clothing/Women/Tops/Jackets|Clothing/Collections/New Luma Yoga Collection|Clothing/Collections/Erin Recommends|Clothing,Stellar Solar Jacket,£75.00,"XS, S, M, L, XL","Blue, Red, Yellow",WJ01,"Beat the heat and protect yourself from sunrays with the Stellar Solar Jacket. It’s loaded with all the engineered features you need for an intense, safe outdoor workout: 100% UV protection, a breathable perforated construction, and advanced moisture-wicking technology.,• Loose fit. ,• Reflectivity. ,• Flat seams. ,• Machine wash/dry.,• Deep pink jacket with front panel rouching",Erin Recommends|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj01-red_main-600x744.jpg
Home/Clothing/Men/Tops/Hoodies & Sweatshirts,Stark Fundamental Hoodie,£42.00,"XS, S, M, L, XL","Black, Blue, Purple",MH06,"You don’t need bells and whistles when performance speaks for itself. The full-zip Stark Fundamental Hoodie give just what you need. Hood and fleece lining keep you warm, while breathable fabric and wicking technology won’t let you overheat.,• Navy specked full zip hoodie.,• Ribbed cuffs, banded waist.,• Side pockets. ,• Machine wash/dry.",Hoodies & Sweatshirts,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh06-blue_main-600x744.jpg
Home/Gear/Fitness Equipment,Sprite Yoga Strap 8 foot,£17.00,8 foot,,24-WG086,"The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap’s 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-yoga-strap-600x600.jpg
Home/Clothing/Men/Tops/Tees,Strike Endurance Tee,£39.00,"XS, S, M, L, XL","Black, Blue, Red",MS08,"While grit and purpose keep you going, it helps to have a little extra comfort, too. Our Strike Long-Sleeve Endurance Tee helps ensures a photo-ready finish with advanced sweat-wicking technology for a cool, dry feel.,• Loose fit. ,• Ribbed cuffs/collar. ,• Machine wash/dry.",Tees,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms08-black_main-600x744.jpg
Home/Gear/Fitness Equipment,Sprite Yoga Strap 10 foot,£21.00,10 foot,,24-WG087,"The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap’s 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-yoga-strap-600x600.jpg
Home/Gear/Fitness Equipment,Sprite Yoga Strap 6 foot,£14.00,6 foot,,24-WG085,"The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap’s 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-yoga-strap-600x600.jpg
Home/Gear/Fitness Equipment,Sprite Stasis Ball 75 cm,£32.00,75 cm,Blue,24-WG083-blue,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-600x600.jpg
Home/Gear/Fitness Equipment,Sprite Stasis Ball 75 cm,£32.00,75 cm,Red,24-WG083-pink,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-pink-600x600.jpg
Home/Gear/Fitness Equipment,Sprite Stasis Ball 75 cm,£32.00,75 cm,Gray,24-WG083-gray,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-gray-600x600.jpg
Home/Clothing/Men/Tops/Tees,Zoltan Gym Tee,£29.00,"XS, S, M, L, XL","Blue, Green, Yellow",MS06,"This short-sleeve wonder works twice as hard to give you good gym days and good looks. The Zoltan Gym Tee helps you stay comfortable, while the looser sleeves and flatlock seams keep you moving in chafe-free comfort.,• Relaxed fit. ,• Crew neckline. ,• Machine wash/dry.",Tees,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms06-blue_main-600x745.jpg
Home/Gear/Fitness Equipment,Zing Jump Rope,£12.00,,,24-UG04,"One of the world’s simplest and most portable exercise devices, a jump rope enables endless variations and fitness output. The Zing Jump Rope goes anywhere and can be used any time. It is adjustable in length and has contoured foam handles for a great grip.",Fitness Equipment,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ug04-bk-0-600x744.jpg
Home/Gear/Bags,Voyage Yoga Bag,£32.00,,,24-WB01,"Everything you need for a trip to the gym will fit inside this surprisingly spacious Voyage Yoga Bag. Stock it with a water bottle, change of clothes, pair of shoes, and even a few beauty products. Fits inside a locker and zips shut for security.",Bags,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb01-black-0-600x744.jpg
Home/Clothing/Men/Bottoms/Pants|Clothing/Promotions/Pants|Clothing/Collections/New Luma Yoga Collection|Clothing,Zeppelin Yoga Pant,£82.00,"32, 33, 34, 36","Blue, Green, Red",MP08,"Climb every mountain, or hold every pose, in the all-purpose Zepellin Yoga Pant. With its thin fleece interior and smooth layer-friendly surface, you’ll get all the comfort and versatility you need.,• Smooth exterior for easy over-layering.,• Brushed fleece interior insulates and wicks. ,• No-roll elastic waistband with inner drawstring.,• Chafe-resistant flatlock seams.",New Luma Yoga Collection|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp08-green_main-600x744.jpg
Home/Clothing/Men/Tops/Tanks,Vulcan Weightlifting Tank,£28.00,"XS, S, M, L, XL",Black,MT06,"The Olympic styled Vulcan Weightlifting Tank features polyester stretch and flex. Hit the rack in sleeveless style and unleash your personal best. This tank is designed to max performance, comfort and range of motion.,• Black polyester spandex tank.,• 100% polyester.,• Freedom of movement.,• No-chafe seams.",Tanks,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt06-black_main-600x744.jpg
Home/Clothing/Women/Tops/Bras & Tanks,Zoe Tank,£29.00,"XS, S, M, L, XL","Green, Orange, Yellow",WT02,"The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.,• Salmon heather tank top.,• 1″ elastic band on inner bra.,• Mesh lining on shelf bra for support.,• Soft, breathable fabric.,• Dry wick fabric to stay cool and dry.",Bras & Tanks,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt02-orange_main-600x744.jpg
Home/Gear/Bags|Collections/New Luma Yoga Collection,Wayfarer Messenger Bag,£45.00,,,24-MB05,"Perfect for class, work or the gym, the Wayfarer Messenger Bag is packed with pockets. The dual-buckle flap closure reveals an organizational panel, and the roomy main compartment has spaces for your laptop and a change of clothes. An adjustable shoulder strap and easy-grip handle promise easy carrying.",New Luma Yoga Collection,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mb05-black-0-600x744.jpg
Home/Clothing/Men/Tops/Jackets,Typhon Performance Fleece-lined Jacket,£60.00,"XS, S, M, L, XL","Black, Green, Red",MJ11,"Ironmen and couch warriors both reach for the Typhon Performance Fleece-lined Jacket. After all, no man can resist ultra-soft microfleece lining. Flatlock seams make it ideal for wearing over everything from tanks and tees to high-tech base layers.,• Black full-zip flight jacket.,• Cocona® wicking fiber.,• Machine wash/dry.",Jackets,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj11-black_main-600x744.jpg
Home/Clothing/Men/Bottoms/Pants|Clothing/Promotions/Pants|Clothing/Collections/Performance Fabrics|Clothing,Viktor LumaTech™ Pant,£46.00,"32, 33, 34, 36","Blue, Gray, Red",MP02,"You’ll love the new Viktor LumaTech™ Pant, with featherweight fleece fabric lining and stretchy, sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training, with reflective trim for a safe finish.,• Dark gray polyester/spandex straight leg pants.,• Elastic waistband and internal drawstring.,• Relaxed fit. ,• Machine wash/dry.",Performance Fabrics|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp02-gray_main-600x744.jpg
Home/Clothing/Men/Bottoms/Shorts|Clothing/Collections/Performance Fabrics|Clothing,Troy Yoga Short,£24.00,"32, 33, 34, 36","Black, Blue, Green",MSH09,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech™ wicking liner is also bacteria resistant.,• Navy polyester pinstripe shorts.,• Woven fabric with moderate stretch.,• 62% cotton/34% nylon/4% spandex.,• LumaTech™ lining.",Performance Fabrics|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh09-blue_main-600x744.jpg
Home/Clothing/Men/Bottoms/Shorts,Torque Power Short,£32.50,"32, 33, 34, 36","Gray, Purple, Yellow",MSH04,"Take a turn in the Torque Power Short and enjoy the smooth, motion-friendly stretch and sweat-wicking, UV-protective material. You’ll stay cool, dry and energized miles later.,• Light gray shorts.,• Fitted design. ,• Elastic waistband. ,• Flat-seam construction. ,• 7″ inseam. ,• Machine wash/dry.",Shorts,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh04-gray_main-600x744.jpg
Home/Clothing/Men/Tops/Tanks,Tristan Endurance Tank,£29.00,"XS, S, M, L, XL","Gray, Red, White",MT02,"Push yourself through punishing runs, plyometric workouts, intense competition and more in our athletic Tristan Endurance Tank. Constructed with built-in moisture-wicking technology, it’s designed to keep you completely cool and dry on the long haul.,• White performance tank.,• Stylish contrast stitching. ,• Relaxed fit. ,• Ribbed crew neckline. ,• Machine wash/dry.",Tanks,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt02-white_main-600x744.jpg
Home/Clothing/Women/Tops/Tees|Clothing/Promotions/Tees|Clothing/Promotions/Women Sale|Clothing/Collections/Eco Friendly|Clothing,Tiffany Fitness Tee,£28.00,"XS, S, M, L, XL","Blue, Red, White",WS09,"You’ll work out and look cute doing it in the short-sleeve Tiffany Fitness Tee. The longer length and fitted cut offer a smoother silhouette, while scoop neck pattern and drape effects lend a trendy touch.,• Teal soft scoop neck tee.,• Contrast stitching pattern. ,• Machine wash/dry.",Eco Friendly|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws09-blue_main-600x744.jpg
Home/Clothing/Men/Tops/Tanks,Tiberius Gym Tank,£18.00,"XS, S, M, L, XL",Yellow,MT10,"Whether you’re classy or just sweaty, the Tiberius Gym Tank helps you look good while you’re at it. What’s more, its moisture-wicking, quick-drying, anti-microbial and anti-odor construction help ensure you’re welcome back to the gym.,• Yellow scoop neck cotton tank.,• Comfortable, relaxed fit.,• 55% Hemp / 45% Organic Cotton.,• Pesticide- and herbicide-free hemp.",Tanks,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt10-yellow_main-600x744.jpg
Home/Clothing/Men/Tops/Hoodies & Sweatshirts,Teton Pullover Hoodie,£70.00,"XS, S, M, L, XL","Black, Purple, Red",MH02,"This Teton Pullover Hoodie gives you more than laid-back style. It’s equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.,• Black pullover hoodie.,• Soft, brushed interior. ,• Front hand pockets. ,• Machine wash/dry.",Hoodies & Sweatshirts,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh02-black_main-600x744.jpg
Home/Clothing/Men/Bottoms/Pants|Clothing/Promotions/Pants|Clothing/Collections/New Luma Yoga Collection|Clothing,Thorpe Track Pant,£68.00,"32, 33, 34, 36","Black, Blue, Purple",MP07,"Thirty degree temps are chilly for most, except when you’re in Thorpe Track Pants. These top-of-the-line track bottoms are made from fast-drying, weather-resistant fabric with an internal breathable layer of mesh nylon to wick away moisture.,• Moisture transfer properties. ,• 7% stretch.,• Reflective safety trim.,• Elastic drawcord waist.",New Luma Yoga Collection|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp07-blue_main-600x744.jpg
Home/Clothing/Women/Tops/Hoodies & Sweatshirts|Clothing/Promotions/Women Sale|Clothing,Hera Pullover Hoodie,£48.00,"XS, S, M, L, XL","Blue, Green, Orange",WH02,"Get ready to rule the studio and dominate the yoga mat in the Hera Pullover Hoodie, a cozy yet classy look for any level of yogi.,• Teal with purple stiching.,• Hoodie pullover.,• Snug fit.",Women Sale|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh02-blue_main-600x744.jpg
Home/Clothing/Women/Tops/Tees|Clothing/Promotions/Tees|Clothing,Desiree Fitness Tee,£24.00,"XS, S, M, L, XL","Black, Orange, Yellow",WS05,"When you’re too far to turn back, thank yourself for choosing the Desiree Fitness Tee. Its ultra-lightweight, ultra-breathable fabric wicks sweat away from your body and helps keeps you cool for the distance.,• Short-Sleeves.,• Performance fabric.,• Machine wash/line dry.",Tees|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws05-black_main-600x744.jpg
Home/Clothing/Women/Bottoms/Pants|Clothing/Promotions/Pants|Clothing/Collections/Performance Fabrics|Clothing,Deirdre Relaxed-Fit Capri,£63.00,"28, 29","Blue, Gray, Green",WP12,"Invigorate your yoga practice with this Deirdre Relaxed-Fit Capri, designed to let you move without strain or restriction.,• Heather gray capris with mint green waist & accents.,• Comfortable, relaxed fit with high rise.,• Moisture-wicking, 4-way stretch construction.,• Lined with mesh for better support.,• Hidden pocket at waistband.,• Flatlock seams and lined gusset for comfort.",Performance Fabrics|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp12-gray_main-600x744.jpg
Home/Clothing/Women/Tops/Bras & Tanks|Clothing/Collections/Performance Fabrics|Clothing,Maya Tunic,£29.00,"XS, S, M, L, XL","Green, White, Yellow",WT07,"With abutted seams and moisture wicking capacity, the Maya Tunic lets you work out in complete comfort.,• Mint green heather tunic-style tank. ,• Wrapped back with cut out detail.,• Drawcord detail at end.,• Abutted seams.",Performance Fabrics|Clothing,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt07-green_main-600x744.jpg
Home/Clothing/Men/Tops/Hoodies & Sweatshirts,Hero Hoodie,£54.00,"XS, S, M, L, XL","Black, Gray, Green",MH07,"Gray and black color blocking sets you apart as the Hero Hoodie keeps you warm on the bus, campus or cold mean streets. Slanted outsize front pockets keep your style real . . . convenient.,• Full-zip gray and black hoodie.,• Ribbed hem.,• Standard fit.,• Drawcord hood cinch.,• Water-resistant coating.",Hoodies & Sweatshirts,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh07-gray_main-600x744.jpg
